Feeling Word (EN),Feeling Word (ES),Feeling Word (PT),Feeling Word (IT),It might relate to (EN),It might relate to (ES),It might relate to (PT),It might relate to (IT),Adaptive Explanation (EN),Adaptive Explanation (ES),Adaptive Explanation (PT),Adaptive Explanation (IT)
Committed,Comprometido,Comprometido,Impegnato,Belief / Faith,Creencia / Fe,Crença / Fé,Credenza / Fede,Strengthens perseverance and integrity through aligned dedication.,Fortalece la perseverancia y la integridad a través de una dedicación alineada.,Fortalece a perseverança e a integridade através de dedicação alinhada.,Rafforza la perseveranza e l'integrità attraverso una dedizione allineata.
Confident,Confiado,Confiante,Fiducioso,Belief / Faith,Creencia / Fe,Crença / Fé,Credenza / Fede,Grounds belief in your own capacity and direction.,Basa la creencia en tu propia capacidad y dirección.,Baseia a crença em sua própria capacidade e direção.,Basa la convinzione nella tua capacità e direzione.
Devoted,Devoto,Devoto,Devoto,Belief / Faith,Creencia / Fe,Crença / Fé,Credenza / Fede,Fuels long-term commitment by aligning deeply with purpose or people.,Alimenta el compromiso a largo plazo al alinearse profundamente con un propósito o personas.,Alimenta o compromisso a longo prazo alinhando-se profundamente com um propósito ou pessoas.,Alimenta l'impegno a lungo termine allineandosi profondamente con uno scopo o con le persone.
Faithful,Fiel,Fiel,Fedele,Belief / Faith,Creencia / Fe,Crença / Fé,Credenza / Fede,Strengthens commitment to values or people through consistency and trust.,Fortalece el compromiso con los valores o las personas a través de la consistencia y la confianza.,Fortalece o compromisso com valores ou pessoas através da consistência e da confiança.,Rafforza l'impegno verso valori o persone attraverso la coerenza e la fiducia.
Hopeful,Esperanzado,Esperançoso,"Fiducioso, Speranzoso",Belief / Faith,Creencia / Fe,Crença / Fé,Credenza / Fede,Sustains effort and emotional energy by focusing on possible good outcomes.,Mantiene el esfuerzo y la energía emocional al centrarse en posibles buenos resultados.,Sustenta o esforço e a energia emocional focando em possíveis bons resultados.,Sostiene lo sforzo e l'energia emotiva concentrandosi su possibili esiti positivi.
Optimistic,Optimista,Otimista,Ottimista,Belief / Faith,Creencia / Fe,Crença / Fé,Credenza / Fede,Increases motivation by focusing attention on positive possibilities.,Aumenta la motivación al centrar la atención en las posibilidades positivas.,Aumenta a motivação focando a atenção em possibilidades positivas.,Aumenta la motivazione focalizzando l'attenzione su possibilità positive.
Reliable,Confiable,Confiável,Affidabile,Belief / Faith,Creencia / Fe,Crença / Fé,Credenza / Fede,Builds trust and cooperation by showing consistent follow-through.,Construye confianza y cooperación al demostrar un seguimiento consistente.,Constrói confiança e cooperação mostrando seguimento consistente.,Costruisce fiducia e cooperazione mostrando una coerenza costante.
Trusting,Confiado,Confiante,Fiducioso,Belief / Faith,Creencia / Fe,Crença / Fé,Credenza / Fede,Supports openness and connection by relying on others or the process.,Apoya la apertura y la conexión al confiar en los demás o en el proceso.,Apoia a abertura e a conexão confiando nos outros ou no processo.,Supporta l'apertura e la connessione fidandosi degli altri o del processo.
Accepted,Aceptado,Aceito,Accettato,Belonging,Pertenencia,Pertencimento,Appartenenza,"Reveals misalignment with personal or social values, motivating restoration or integrity.","Revela un desajuste con los valores personales o sociales, lo que motiva la restauración o la integridad.","Revela desalinhamento com valores pessoais ou sociais, motivando restauração ou integridade.","Rivela un disallineamento con valori personali o sociali, motivando il ripristino o l'integrità."
Affectionate,Cariñoso,Afetuoso,Affettuoso,Belonging,Pertenencia,Pertencimento,Appartenenza,"Suggests a need for rest, reassurance, or adjustment after repeated setbacks.","Sugiere la necesidad de descanso, tranquilidad o ajuste después de repetidos contratiempos.","Sugere a necessidade de descanso, tranquilidade ou ajuste após contratempos repetidos.","Suggerisce la necessità di riposo, rassicurazione o aggiustamento dopo ripetute battute d'arresto."
Appreciated,Apreciado,Apreciado,Apprezzato,Belonging,Pertenencia,Pertencimento,Appartenenza,"Deepens awareness of impact, fostering accountability and emotional repair.","Profundiza la conciencia del impacto, fomentando la responsabilidad y la reparación emocional.","Aprofunda a consciência do impacto, fomentando a responsabilidade e o reparo emocional.","Approfondisce la consapevolezza dell'impatto, favorendo la responsabilità e la riparazione emotiva."
Ashamed,Avergonzado,Envergonhado,Vergognoso,Belonging,Pertenencia,Pertencimento,Appartenenza,"Indicates a misalignment with your values or expectations, encouraging accountability and repair.","Indica un desajuste con tus valores o expectativas, fomentando la responsabilidad y la reparación.","Indica um desalinhamento com seus valores ou expectativas, incentivando a responsabilidade e o reparo.","Indica un disallineamento con i tuoi valori o aspettative, incoraggiando la responsabilità e la riparazione."
Attached,"Unido, Apego","Anexado, Apego","Legato, Affezionato",Belonging,Pertenencia,Pertencimento,Appartenenza,Highlights small but persistent stressors or boundary crossings that need adjustment.,Destaca pequeños pero persistentes factores de estrés o cruces de límites que necesitan ajuste.,"Destaca estressores pequenos, mas persistentes, ou cruzamentos de limites que precisam de ajuste.",Mette in evidenza piccoli ma persistenti fattori di stress o superamenti di confini che necessitano di aggiustamento.
Cherished,Apreciado,Apreciado,"Amato, Apprezzato",Belonging,Pertenencia,Pertencimento,Appartenenza,"Signals unmet expectations, prompting recalibration or new goals.","Indica expectativas no cumplidas, lo que provoca la recalibración o nuevas metas.","Sinaliza expectativas não atendidas, incitando a recalibração ou novos objetivos.","Segnala aspettative non soddisfatte, spingendo a ricalibrare o a stabilire nuovi obiettivi."
Close,Cercano,Próximo,Vicino,Belonging,Pertenencia,Pertencimento,Appartenenza,"Points to obstacles between you and your goals, motivating problem-solving.","Señala obstáculos entre tú y tus metas, lo que motiva la resolución de problemas.","Aponta para obstáculos entre você e seus objetivos, motivando a resolução de problemas.","Indica ostacoli tra te e i tuoi obiettivi, motivando la risoluzione dei problemi."
Connected,Conectado,Conectado,Connesso,Belonging,Pertenencia,Pertencimento,Appartenenza,Helps you recognize external limitations so you can focus on areas of influence.,Te ayuda a reconocer las limitaciones externas para que puedas centrarte en las áreas de influencia.,Ajuda você a reconhecer limitações externas para que possa focar em áreas de influência.,Ti aiuta a riconoscere i limiti esterni in modo da poterti concentrare sulle aree di influenza.
Embraced,Abrazado,Abraçado,Abbracciato,Belonging,Pertenencia,Pertencimento,Appartenenza,"Signals a profound violation or threat, amplifying readiness for action or protection.","Indica una violación o amenaza profunda, lo que amplifica la disposición para la acción o la protección.","Sinaliza uma violação ou ameaça profunda, amplificando a prontidão para ação ou proteção.","Segnala una violazione o una minaccia profonda, amplificando la prontezza all'azione o alla protezione."
Guilt,Culpa,Culpa,Colpa,Belonging,Pertenencia,Pertencimento,Appartenenza,"Indicates harm or neglect, encouraging accountability and restitution.","Indica daño o negligencia, lo que fomenta la responsabilidad y la restitución.","Indica dano ou negligência, incentivando a responsabilidade e a restituição.","Indica danno o negligenza, incoraggiando la responsabilità e la restituzione."
Guilty,Culpable,Culpado,Colpevole,Belonging,Pertenencia,Pertencimento,Appartenenza,"Highlights a mismatch between behavior and values, prompting corrective action.","Destaca un desajuste entre el comportamiento y los valores, lo que provoca una acción correctiva.","Destaca um desencontro entre comportamento e valores, incitando a ação corretiva.","Mette in evidenza una discrepanza tra comportamento e valori, spingendo a un'azione correttiva."
Included,Incluido,Incluído,Incluso,Belonging,Pertenencia,Pertencimento,Appartenenza,"Encourages openness and authenticity, which can deepen trust and connection.","Fomenta la apertura y la autenticidad, lo que puede profundizar la confianza y la conexión.","Incentiva a abertura e a autenticidade, que podem aprofundar a confiança e a conexão.","Incoraggia l'apertura e l'autenticità, che possono approfondire la fiducia e la connessione."
Insecure,Inseguro,Inseguro,Insicuro,Belonging,Pertenencia,Pertencimento,Appartenenza,"Brings awareness to perceived inadequacy, inviting self-reflection or connection.","Trae conciencia a la insuficiencia percibida, invitando a la autorreflexión o a la conexión.","Traz a consciência para a inadequação percebida, convidando à autorreflexão ou à conexão.","Porta la consapevolezza sull'inadeguatezza percepita, invitando all'autoriflessione o alla connessione."
Integrated,Integrado,Integrado,Integrato,Belonging,Pertenencia,Pertencimento,Appartenenza,"Mobilizes strong energy to defend values, restore justice, or assert needs.","Moviliza una fuerte energía para defender valores, restaurar la justicia o afirmar necesidades.","Mobiliza forte energia para defender valores, restaurar a justiça ou afirmar necessidades.","Mobilita una forte energia per difendere i valori, ripristinare la giustizia o affermare i bisogni."
Jealous,Celoso,Ciumento,Geloso,Belonging,Pertenencia,Pertencimento,Appartenenza,"Highlights perceived threats to relationships or unmet needs, inviting reflection.","Destaca las amenazas percibidas a las relaciones o las necesidades no satisfechas, invitando a la reflexión.","Destaca ameaças percebidas a relacionamentos ou necessidades não atendidas, convidando à reflexão.","Mette in evidenza minacce percepite alle relazioni o bisogni insoddisfatti, invitando alla riflessione."
Shame,Vergüenza,Vergonha,Vergogna,Belonging,Pertenencia,Pertencimento,Appartenenza,"Indicates fear of rejection or unworthiness, prompting self-compassion or growth.","Indica miedo al rechazo o indignidad, lo que provoca la autocompasión o el crecimiento.","Indica medo de rejeição ou indignidade, incitando a autocompaixão ou o crescimento.","Indica paura del rifiuto o di indegnità, spingendo all'autocompassione o alla crescita."
Supported,Apoyado,Apoiado,Supportato,Belonging,Pertenencia,Pertencimento,Appartenenza,"Signals that your actions may have harmed others, prompting repair or reconciliation.","Indica que tus acciones pueden haber dañado a otros, lo que provoca la reparación o la reconciliación.","Sinaliza que suas ações podem ter prejudicado outras pessoas, incitando a reparo ou reconciliação.","Segnala che le tue azioni potrebbero aver danneggiato gli altri, spingendo alla riparazione o alla riconciliazione."
Valued,Valorado,Valorizado,Apprezzato,Belonging,Pertenencia,Pertencimento,Appartenenza,Encourages reflection on past choices to support wiser future decisions.,Fomenta la reflexión sobre las elecciones pasadas para apoyar decisiones futuras más sabias.,Incentiva a reflexão sobre escolhas passadas para apoiar decisões futuras mais sábias.,Incoraggia la riflessione sulle scelte passate per supportare decisioni future più sagge.
Aware,Consciente,Consciente,Consapevole,Clarity / Understanding,Claridad / Comprensión,Clareza / Compreensão,Chiarezza / Comprensione,Increases your capacity to respond appropriately to internal or external cues.,Aumenta tu capacidad para responder de manera adecuada a las señales internas o externas.,Aumenta sua capacidade de responder apropriadamente a sinais internos ou externos.,Aumenta la tua capacità di rispondere in modo appropriato a segnali interni o esterni.
